,urn,public_domain,license,actions
9235,URN:NBN:no-nb_digibok_2009030603025,True,publicdomain,['download']
9236,URN:NBN:no-nb_digibok_2018061848504,False,copyrighted,['download']
9237,URN:NBN:no-nb_digibok_2016052607002,False,bokhylla,
9238,URN:NBN:no-nb_digibok_2016101726005,True,publicdomain,['download']
9239,URN:NBN:no-nb_digibok_2013121124004,True,publicdomain,['download']
9240,URN:NBN:no-nb_digibok_2008052002001,True,publicdomain,['download']
9241,URN:NBN:no-nb_digibok_2014061908016,False,copyrighted,['download']
9242,URN:NBN:no-nb_digibok_2011053104182,True,publicdomain,['download']
9243,URN:NBN:no-nb_digibok_2013020624001,True,publicdomain,['download']
9244,URN:NBN:no-nb_digibok_2017022048514,True,publicdomain,['download']
9245,URN:NBN:no-nb_digibok_2017091507080,False,bokhylla,
9246,URN:NBN:no-nb_digibok_2006112401013,True,publicdomain,['download']
9247,URN:NBN:no-nb_digibok_2013062008043,True,publicdomain,['download']
9248,URN:NBN:no-nb_digibok_2020031226007,True,publicdomain,['download']
9249,URN:NBN:no-nb_digibok_2013100324010,True,publicdomain,['download']
9250,URN:NBN:no-nb_digibok_2010052806014,True,publicdomain,['download']
9251,URN:NBN:no-nb_digibok_2009020600099,True,publicdomain,['download']
9252,URN:NBN:no-nb_digibok_2016060908015,False,bokhylla,
9253,URN:NBN:no-nb_digibok_2009082103001,True,publicdomain,['download']
9254,URN:NBN:no-nb_digibok_2017112926016,True,publicdomain,['download']
9255,URN:NBN:no-nb_digibok_2013011708110,False,copyrighted,['download']
9256,URN:NBN:no-nb_digibok_2021090748035,False,copyrighted,
9257,URN:NBN:no-nb_digibok_2009072801120,True,publicdomain,['download']
9258,URN:NBN:no-nb_digibok_2013092624012,True,publicdomain,['download']
9259,URN:NBN:no-nb_digibok_2010021003006,True,publicdomain,['download']
9260,URN:NBN:no-nb_digibok_2012041108084,False,bokhylla,
9261,URN:NBN:no-nb_digibok_2006082200012,True,publicdomain,['download']
9262,URN:NBN:no-nb_digibok_2019101426002,True,publicdomain,['download']
9263,URN:NBN:no-nb_digibok_2012020104107,False,copyrighted,['download']
9264,URN:NBN:no-nb_digibok_2016051026002,True,publicdomain,['download']
9265,URN:NBN:no-nb_digibok_2009042403002,True,publicdomain,['download']
9266,URN:NBN:no-nb_digibok_2017060248088,False,bokhylla,
9267,URN:NBN:no-nb_digibok_2009042710002,True,publicdomain,['download']
9268,URN:NBN:no-nb_digibok_2010011312021,True,publicdomain,['download']
9269,URN:NBN:no-nb_digibok_2015021008005,False,copyrighted,['download']
9270,URN:NBN:no-nb_digibok_2017082526009,True,publicdomain,['download']
9271,URN:NBN:no-nb_digibok_2016052026006,True,publicdomain,['download']
9272,URN:NBN:no-nb_digibok_2014081908198,False,copyrighted,['download']
9273,URN:NBN:no-nb_digibok_2013070824043,True,publicdomain,['download']
9274,URN:NBN:no-nb_digibok_2012070608301,True,publicdomain,['download']
9275,URN:NBN:no-nb_digibok_2014092608081,False,copyrighted,['download']
9276,URN:NBN:no-nb_digibok_2008040201018,True,publicdomain,['download']
9277,URN:NBN:no-nb_digibok_2018042428007,True,publicdomain,['download']
9278,URN:NBN:no-nb_digibok_2019102226004,True,publicdomain,['download']
9279,URN:NBN:no-nb_digibok_2010100712010,False,bokhylla,
9280,URN:NBN:no-nb_digibok_2013062438204,False,bokhylla,
9281,URN:NBN:no-nb_digibok_2016053026004,True,publicdomain,['download']
9282,URN:NBN:no-nb_digibok_2021042148725,False,copyrighted,['download']
9283,URN:NBN:no-nb_digibok_2009013000003,False,bokhylla,
9284,URN:NBN:no-nb_digibok_2018051548003,True,publicdomain,['download']
9285,URN:NBN:no-nb_digibok_2018121326001,True,publicdomain,['download']
9286,URN:NBN:no-nb_digibok_2015060948016,True,publicdomain,['download']
9287,URN:NBN:no-nb_digibok_2014030408039,False,bokhylla,
9288,URN:NBN:no-nb_digibok_2009011910002,True,publicdomain,['download']
9289,URN:NBN:no-nb_digibok_2011091912002,False,bokhylla,
9290,URN:NBN:no-nb_digibok_2017061228002,True,publicdomain,['download']
9291,URN:NBN:no-nb_digibok_2008112703019,True,publicdomain,['download']
9292,URN:NBN:no-nb_digibok_2013032208069,False,bokhylla,
9293,URN:NBN:no-nb_digibok_2006111500058,True,publicdomain,['download']
9294,URN:NBN:no-nb_digibok_2014013128003,True,publicdomain,['download']
9295,URN:NBN:no-nb_digibok_2006111401049,True,publicdomain,['download']
9296,URN:NBN:no-nb_digibok_2010011103010,True,publicdomain,['download']
9297,URN:NBN:no-nb_digibok_2011060804009,True,publicdomain,['download']
9298,URN:NBN:no-nb_digibok_2022011448064,True,publicdomain,['download']
9299,URN:NBN:no-nb_digibok_2018032148090,False,copyrighted,['download']
9300,URN:NBN:no-nb_digibok_2010052806034,True,publicdomain,['download']
9301,URN:NBN:no-nb_digibok_2015120408070,False,copyrighted,['download']
9302,URN:NBN:no-nb_digibok_2008091503008,True,publicdomain,['download']
9303,URN:NBN:no-nb_digibok_2012022208065,True,publicdomain,['download']
9304,URN:NBN:no-nb_digibok_2006081600054,True,publicdomain,['download']
9305,URN:NBN:no-nb_digibok_2007042604006,True,publicdomain,['download']
9306,URN:NBN:no-nb_digibok_2017013148148,True,publicdomain,['download']
9307,URN:NBN:no-nb_digibok_2018042448528,True,publicdomain,['download']
9308,URN:NBN:no-nb_digibok_2009100803022,True,publicdomain,['download']
9309,URN:NBN:no-nb_digibok_2013050224085,True,publicdomain,['download']
9310,URN:NBN:no-nb_digibok_2009041603036,True,publicdomain,['download']
9311,URN:NBN:no-nb_digibok_2017032148020,False,bokhylla,
9312,URN:NBN:no-nb_digibok_2008062012004,True,publicdomain,['download']
9313,URN:NBN:no-nb_digibok_2010092220007,False,bokhylla,
9314,URN:NBN:no-nb_digibok_2012042008073,False,bokhylla,
9315,URN:NBN:no-nb_digibok_2008111110002,True,publicdomain,['download']
9316,URN:NBN:no-nb_digibok_2008040200060,True,publicdomain,['download']
9317,URN:NBN:no-nb_digibok_2018022048500,True,publicdomain,['download']
9318,URN:NBN:no-nb_digibok_2012050708036,True,publicdomain,['download']
9319,URN:NBN:no-nb_digibok_2020052528003,True,publicdomain,['download']
9320,URN:NBN:no-nb_digibok_2014071608151,True,publicdomain,['download']
9321,URN:NBN:no-nb_digibok_2006081100011,True,publicdomain,['download']
9322,URN:NBN:no-nb_digibok_2009052803021,True,publicdomain,['download']
9323,URN:NBN:no-nb_digibok_2020031226019,True,publicdomain,['download']
9324,URN:NBN:no-nb_digibok_2008061610004,True,publicdomain,['download']
9325,URN:NBN:no-nb_digibok_2006111701025,True,publicdomain,['download']
9326,URN:NBN:no-nb_digibok_2011050904007,True,publicdomain,['download']
9327,URN:NBN:no-nb_digibok_2020111007078,False,copyrighted,
9328,URN:NBN:no-nb_digibok_2011052404046,False,bokhylla,
9329,URN:NBN:no-nb_digibok_2014031208089,False,bokhylla,
9330,URN:NBN:no-nb_digibok_2007110512003,True,publicdomain,['download']
9331,URN:NBN:no-nb_digibok_2018051426002,True,publicdomain,['download']
9332,URN:NBN:no-nb_digibok_2015121008064,True,publicdomain,['download']
9333,URN:NBN:no-nb_digibok_2008040200073,True,publicdomain,['download']
9334,URN:NBN:no-nb_digibok_2021042748579,False,copyrighted,
9335,URN:NBN:no-nb_digibok_2021031728006,True,publicdomain,['download']
9336,URN:NBN:no-nb_digibok_2008122210002,True,publicdomain,['download']
9337,URN:NBN:no-nb_digibok_2021011926018,True,publicdomain,['download']
9338,URN:NBN:no-nb_digibok_2017060748073,False,bokhylla,
9339,URN:NBN:no-nb_digibok_2009060310001,True,publicdomain,['download']
9340,URN:NBN:no-nb_digibok_2018040448075,True,publicdomain,['download']
9341,URN:NBN:no-nb_digibok_2013100728010,True,publicdomain,['download']
9342,URN:NBN:no-nb_digibok_2016111648039,True,publicdomain,['download']
9343,URN:NBN:no-nb_digibok_2017112926014,True,publicdomain,['download']
9344,URN:NBN:no-nb_digibok_2009090903020,True,publicdomain,['download']
9345,URN:NBN:no-nb_digibok_2009041403023,True,publicdomain,['download']
9346,URN:NBN:no-nb_digibok_2014073108080,True,publicdomain,['download']
9347,URN:NBN:no-nb_digibok_2006112201002,True,publicdomain,['download']
9348,URN:NBN:no-nb_digibok_2018042548281,False,bokhylla,
9349,URN:NBN:no-nb_digibok_2016111048520,False,bokhylla,
9350,URN:NBN:no-nb_digibok_2019121948016,True,publicdomain,['download']
9351,URN:NBN:no-nb_digibok_2018112826056,True,publicdomain,['download']
9352,URN:NBN:no-nb_digibok_2016092848189,True,publicdomain,['download']
9353,URN:NBN:no-nb_digibok_2013061808055,True,publicdomain,['download']
9354,URN:NBN:no-nb_digibok_2015070848049,True,publicdomain,['download']
9355,URN:NBN:no-nb_digibok_2018010826024,True,publicdomain,['download']
9356,URN:NBN:no-nb_digibok_2008091503016,True,publicdomain,['download']
9357,URN:NBN:no-nb_digibok_2006083000084,True,publicdomain,['download']
9358,URN:NBN:no-nb_digibok_2014030624010,True,publicdomain,['download']
9359,URN:NBN:no-nb_digibok_2021011548510,True,publicdomain,['download']
9360,URN:NBN:no-nb_digibok_2016102648006,True,publicdomain,['download']
9361,URN:NBN:no-nb_digibok_2008081810001,True,publicdomain,['download']
9362,URN:NBN:no-nb_digibok_2014040908057,True,publicdomain,['download']
9363,URN:NBN:no-nb_digibok_2008090313003,True,publicdomain,['download']
9364,URN:NBN:no-nb_digibok_2013062038136,True,publicdomain,['download']
9365,URN:NBN:no-nb_digibok_2010010803007,True,publicdomain,['download']
9366,URN:NBN:no-nb_digibok_2018022628030,True,publicdomain,['download']
9367,URN:NBN:no-nb_digibok_2014022708189,False,copyrighted,['download']
9368,URN:NBN:no-nb_digibok_2018121448005,True,publicdomain,['download']
9369,URN:NBN:no-nb_digibok_2010032312001,False,copyrighted,['download']
9370,URN:NBN:no-nb_digibok_2021042148871,True,publicdomain,['download']
9371,URN:NBN:no-nb_digibok_2009091503013,True,publicdomain,['download']
9372,URN:NBN:no-nb_digibok_2015071328001,True,publicdomain,['download']
9373,URN:NBN:no-nb_digibok_2014031708002,True,publicdomain,['download']
9374,URN:NBN:no-nb_digibok_2008061812001,True,publicdomain,['download']
9375,URN:NBN:no-nb_digibok_2009061903016,True,publicdomain,['download']
9376,URN:NBN:no-nb_digibok_2007102610002,True,publicdomain,['download']
9377,URN:NBN:no-nb_digibok_2008091603032,True,publicdomain,['download']
9378,URN:NBN:no-nb_digibok_2008111103062,True,publicdomain,['download']
9379,URN:NBN:no-nb_digibok_2018021528014,False,copyrighted,['download']
9380,URN:NBN:no-nb_digibok_2009020900018,True,publicdomain,['download']
9381,URN:NBN:no-nb_digibok_2007122110005,True,publicdomain,['download']
9382,URN:NBN:no-nb_digibok_2006111500033,True,publicdomain,['download']
9383,URN:NBN:no-nb_digibok_2017102508096,False,bokhylla,
9384,URN:NBN:no-nb_digibok_2013060508001,True,publicdomain,['download']
9385,URN:NBN:no-nb_digibok_2014013128005,True,publicdomain,['download']
9386,URN:NBN:no-nb_digibok_2009031003015,True,publicdomain,['download']
9387,URN:NBN:no-nb_digibok_2018010826002,True,publicdomain,['download']
9388,URN:NBN:no-nb_digibok_2018010928003,False,copyrighted,['download']
9389,URN:NBN:no-nb_digibok_2009011204067,True,publicdomain,['download']
9390,URN:NBN:no-nb_digibok_2006112001020,True,publicdomain,['download']
9391,URN:NBN:no-nb_digibok_2014103008057,False,copyrighted,['download']
9392,URN:NBN:no-nb_digibok_2012041608064,True,publicdomain,['download']
9393,URN:NBN:no-nb_digibok_2016070548007,False,bokhylla,
9394,URN:NBN:no-nb_digibok_2018052568004,False,copyrighted,
9395,URN:NBN:no-nb_digibok_2011103124048,True,publicdomain,['download']
9396,URN:NBN:no-nb_digibok_2006111500030,True,publicdomain,['download']
9397,URN:NBN:no-nb_digibok_2009011903019,True,publicdomain,['download']
9398,URN:NBN:no-nb_digibok_2021082448608,True,publicdomain,['download']
9399,URN:NBN:no-nb_digibok_2021062348690,True,publicdomain,['download']
9400,URN:NBN:no-nb_digibok_2013090227001,True,publicdomain,['download']
9401,URN:NBN:no-nb_digibok_2018102428008,True,publicdomain,['download']
9402,URN:NBN:no-nb_digibok_2017061507293,False,bokhylla,
9403,URN:NBN:no-nb_digibok_2009030403049,True,publicdomain,['download']
9404,URN:NBN:no-nb_digibok_2014022408002,True,publicdomain,['download']
9405,URN:NBN:no-nb_digibok_2016121448067,True,publicdomain,['download']
9406,URN:NBN:no-nb_digibok_2015092426007,True,publicdomain,['download']
9407,URN:NBN:no-nb_digibok_2016092848186,True,publicdomain,['download']
9408,URN:NBN:no-nb_digibok_2013080624002,True,publicdomain,['download']
9409,URN:NBN:no-nb_digibok_2014082608113,False,copyrighted,['download']
9410,URN:NBN:no-nb_digibok_2016050948023,True,publicdomain,['download']
9411,URN:NBN:no-nb_digibok_2017040448002,True,publicdomain,['download']
9412,URN:NBN:no-nb_digibok_2014112148004,True,publicdomain,['download']
9413,URN:NBN:no-nb_digibok_2012050808013,True,publicdomain,['download']
9414,URN:NBN:no-nb_digibok_2018041726005,True,publicdomain,['download']
9415,URN:NBN:no-nb_digibok_2007052212007,True,publicdomain,['download']
9416,URN:NBN:no-nb_digibok_2009042204079,True,publicdomain,['download']
9417,URN:NBN:no-nb_digibok_2010061620022,False,copyrighted,['download']
9418,URN:NBN:no-nb_digibok_2012061324015,False,copyrighted,
9419,URN:NBN:no-nb_digibok_2008091503001,True,publicdomain,['download']
9420,URN:NBN:no-nb_digibok_2009062212004,True,publicdomain,['download']
9421,URN:NBN:no-nb_digibok_2009051203005,True,publicdomain,['download']
9422,URN:NBN:no-nb_digibok_2011112524013,True,publicdomain,['download']
9423,URN:NBN:no-nb_digibok_2018051429001,True,publicdomain,['download']
9424,URN:NBN:no-nb_digibok_2017091207078,False,copyrighted,['download']
9425,URN:NBN:no-nb_digibok_2008100703018,True,publicdomain,['download']
9426,URN:NBN:no-nb_digibok_2015120408077,True,publicdomain,['download']
9427,URN:NBN:no-nb_digibok_2021042348521,False,bokhylla,
9428,URN:NBN:no-nb_digibok_2011112224021,True,publicdomain,['download']
9429,URN:NBN:no-nb_digibok_2018082826004,True,publicdomain,['download']
9430,URN:NBN:no-nb_digibok_2011050508000,False,bokhylla,
9431,URN:NBN:no-nb_digibok_2017092048008,True,publicdomain,['download']
9432,URN:NBN:no-nb_digibok_2017081048025,True,publicdomain,['download']
9433,URN:NBN:no-nb_digibok_2021041348926,False,bokhylla,
9434,URN:NBN:no-nb_digibok_2017060148052,False,bokhylla,
9435,URN:NBN:no-nb_digibok_2021042148618,False,copyrighted,
9436,URN:NBN:no-nb_digibok_2019112926029,True,publicdomain,['download']
9437,URN:NBN:no-nb_digibok_2011112108012,False,bokhylla,
9438,URN:NBN:no-nb_digibok_2021100448081,False,copyrighted,
9439,URN:NBN:no-nb_digibok_2012102308229,True,publicdomain,['download']
9440,URN:NBN:no-nb_digibok_2006083000067,True,publicdomain,['download']
9441,URN:NBN:no-nb_digibok_2009062300037,True,publicdomain,['download']
9442,URN:NBN:no-nb_digibok_2009030603011,True,publicdomain,['download']
9443,URN:NBN:no-nb_digibok_2022011748060,True,publicdomain,['download']
9444,URN:NBN:no-nb_digibok_2008061612003,True,publicdomain,['download']
9445,URN:NBN:no-nb_digibok_2016101926002,True,publicdomain,['download']
9446,URN:NBN:no-nb_digibok_2021042748552,True,publicdomain,['download']
9447,URN:NBN:no-nb_digibok_2009022603036,False,bokhylla,
9448,URN:NBN:no-nb_digibok_2008040300043,True,publicdomain,['download']
9449,URN:NBN:no-nb_digibok_2012052908035,False,bokhylla,
9450,URN:NBN:no-nb_digibok_2009120812002,True,publicdomain,['download']
9451,URN:NBN:no-nb_digibok_2016062008080,False,copyrighted,['download']
9452,URN:NBN:no-nb_digibok_2016060708330,True,publicdomain,['download']
9453,URN:NBN:no-nb_digibok_2006111501038,True,publicdomain,['download']
9454,URN:NBN:no-nb_digibok_2010072923006,False,bokhylla,
9455,URN:NBN:no-nb_digibok_2014080524007,True,publicdomain,['download']
9456,URN:NBN:no-nb_digibok_2017020248038,True,publicdomain,['download']
9457,URN:NBN:no-nb_digibok_2011100408094,True,publicdomain,['download']
9458,URN:NBN:no-nb_digibok_2014051408198,True,publicdomain,['download']
9459,URN:NBN:no-nb_digibok_2013071626006,True,publicdomain,['download']
9460,URN:NBN:no-nb_digibok_2020120128024,True,publicdomain,['download']
9461,URN:NBN:no-nb_digibok_2014010708172,False,copyrighted,['download']
9462,URN:NBN:no-nb_digibok_2006081700008,True,publicdomain,['download']
9463,URN:NBN:no-nb_digibok_2012061113008,False,bokhylla,
9464,URN:NBN:no-nb_digibok_2017112348072,True,publicdomain,['download']
9465,URN:NBN:no-nb_digibok_2021042148934,False,copyrighted,
9466,URN:NBN:no-nb_digibok_2010070606002,True,publicdomain,['download']
9467,URN:NBN:no-nb_digibok_2015102048066,True,publicdomain,['download']
9468,URN:NBN:no-nb_digibok_2020102007538,True,publicdomain,['download']
9469,URN:NBN:no-nb_digibok_2009020600074,True,publicdomain,['download']
9470,URN:NBN:no-nb_digibok_2018092526009,True,publicdomain,['download']
9471,URN:NBN:no-nb_digibok_2009090903014,True,publicdomain,['download']
9472,URN:NBN:no-nb_digibok_2009020300027,False,bokhylla,
9473,URN:NBN:no-nb_digibok_2008092303004,True,publicdomain,['download']
9474,URN:NBN:no-nb_digibok_2008102201007,True,publicdomain,['download']
9475,URN:NBN:no-nb_digibok_2008040204059,True,publicdomain,['download']
9476,URN:NBN:no-nb_digibok_2008040804099,True,publicdomain,['download']
9477,URN:NBN:no-nb_digibok_2008080110001,True,publicdomain,['download']
9478,URN:NBN:no-nb_digibok_2021090148017,True,publicdomain,['download']
9479,URN:NBN:no-nb_digibok_2021072748645,False,copyrighted,
9480,URN:NBN:no-nb_digibok_2009082103027,True,publicdomain,['download']
9481,URN:NBN:no-nb_digibok_2017112748553,True,publicdomain,['download']
9482,URN:NBN:no-nb_digibok_2018080126020,True,publicdomain,['download']
9483,URN:NBN:no-nb_digibok_2017053148002,False,copyrighted,['download']
9484,URN:NBN:no-nb_digibok_2011092606011,True,publicdomain,['download']
9485,URN:NBN:no-nb_digibok_2009042204043,True,publicdomain,['download']
9486,URN:NBN:no-nb_digibok_2016051048052,True,publicdomain,['download']
9487,URN:NBN:no-nb_digibok_2007120412001,True,publicdomain,['download']
9488,URN:NBN:no-nb_digibok_2006111501005,True,publicdomain,['download']
9489,URN:NBN:no-nb_digibok_2017020148106,False,bokhylla,
9490,URN:NBN:no-nb_digibok_2015030308035,True,publicdomain,['download']
9491,URN:NBN:no-nb_digibok_2021031148614,True,publicdomain,['download']
9492,URN:NBN:no-nb_digibok_2008010812004,True,publicdomain,['download']
9493,URN:NBN:no-nb_digibok_2013112528014,True,publicdomain,['download']
9494,URN:NBN:no-nb_digibok_2009041603021,False,bokhylla,
9495,URN:NBN:no-nb_digibok_2018020548257,True,publicdomain,['download']
9496,URN:NBN:no-nb_digibok_2021041348595,False,copyrighted,
9497,URN:NBN:no-nb_digibok_2008040704032,True,publicdomain,['download']
9498,URN:NBN:no-nb_digibok_2012052313002,False,bokhylla,
9499,URN:NBN:no-nb_digibok_2007080810011,True,publicdomain,['download']
9500,URN:NBN:no-nb_digibok_2016031827001,True,publicdomain,['download']
9501,URN:NBN:no-nb_digibok_2021030326003,True,publicdomain,['download']
9502,URN:NBN:no-nb_digibok_2009033103007,True,publicdomain,['download']
9503,URN:NBN:no-nb_digibok_2009071612003,True,publicdomain,['download']
9504,URN:NBN:no-nb_digibok_2017111348087,False,bokhylla,
9505,URN:NBN:no-nb_digibok_2008082902006,True,publicdomain,['download']
9506,URN:NBN:no-nb_digibok_2010101412005,False,bokhylla,
9507,URN:NBN:no-nb_digibok_2011090912007,False,bokhylla,
9508,URN:NBN:no-nb_digibok_2007071903001,True,publicdomain,['download']
9509,URN:NBN:no-nb_digibok_2014031224020,True,publicdomain,['download']
9510,URN:NBN:no-nb_digibok_2014061108248,True,publicdomain,['download']
9511,URN:NBN:no-nb_digibok_2020121748502,False,copyrighted,
9512,URN:NBN:no-nb_digibok_2009012203012,True,publicdomain,['download']
9513,URN:NBN:no-nb_digibok_2012042713002,False,copyrighted,['download']
9514,URN:NBN:no-nb_digibok_2018030107188,True,publicdomain,['download']
9515,URN:NBN:no-nb_digibok_2015011228002,True,publicdomain,['download']
9516,URN:NBN:no-nb_digibok_2009092403014,True,publicdomain,['download']
9517,URN:NBN:no-nb_digibok_2008100703023,True,publicdomain,['download']
9518,URN:NBN:no-nb_digibok_2021100448067,True,publicdomain,['download']
9519,URN:NBN:no-nb_digibok_2019112926023,True,publicdomain,['download']
9520,URN:NBN:no-nb_digibok_2021042148839,True,publicdomain,['download']
9521,URN:NBN:no-nb_digibok_2021082348601,True,publicdomain,['download']
9522,URN:NBN:no-nb_digibok_2011112808079,False,bokhylla,
9523,URN:NBN:no-nb_digibok_2017102508045,True,publicdomain,['download']
9524,URN:NBN:no-nb_digibok_2017112248502,True,publicdomain,['download']
9525,URN:NBN:no-nb_digibok_2021042148532,False,copyrighted,
9526,URN:NBN:no-nb_digibok_2014070848077,False,bokhylla,
9527,URN:NBN:no-nb_digibok_2013090527037,False,copyrighted,['download']
9528,URN:NBN:no-nb_digibok_2008112703035,True,publicdomain,['download']
9529,URN:NBN:no-nb_digibok_2021040648924,False,copyrighted,['download']
9530,URN:NBN:no-nb_digibok_2014070107022,True,publicdomain,['download']
9531,URN:NBN:no-nb_digibok_2009020603005,True,publicdomain,['download']
9532,URN:NBN:no-nb_digibok_2015110908117,False,copyrighted,['download']
9533,URN:NBN:no-nb_digibok_2007101510006,True,publicdomain,['download']
9534,URN:NBN:no-nb_digibok_2018022628012,True,publicdomain,['download']
9535,URN:NBN:no-nb_digibok_2017073107017,True,publicdomain,['download']
9536,URN:NBN:no-nb_digibok_2010063006115,True,publicdomain,['download']
9537,URN:NBN:no-nb_digibok_2014080508107,False,copyrighted,['download']
9538,URN:NBN:no-nb_digibok_2009071401050,False,copyrighted,['download']
9539,URN:NBN:no-nb_digibok_2014021908117,True,publicdomain,['download']
9540,URN:NBN:no-nb_digibok_2020042948012,True,publicdomain,['download']
9541,URN:NBN:no-nb_digibok_2014061828010,False,bokhylla,
9542,URN:NBN:no-nb_digibok_2008033104052,True,publicdomain,['download']
9543,URN:NBN:no-nb_digibok_2010092803019,True,publicdomain,['download']
9544,URN:NBN:no-nb_digibok_2017103108049,False,copyrighted,['download']
9545,URN:NBN:no-nb_digibok_2008110503025,True,publicdomain,['download']
9546,URN:NBN:no-nb_digibok_2020062626018,True,publicdomain,['download']
9547,URN:NBN:no-nb_digibok_2014022808206,False,copyrighted,['download']
9548,URN:NBN:no-nb_digibok_2010062903001,True,publicdomain,['download']
9549,URN:NBN:no-nb_digibok_2017051248076,True,publicdomain,['download']
9550,URN:NBN:no-nb_digibok_2019112926031,True,publicdomain,['download']
9551,URN:NBN:no-nb_digibok_2013081908138,True,publicdomain,['download']
9552,URN:NBN:no-nb_digibok_2012072508099,True,publicdomain,['download']
9553,URN:NBN:no-nb_digibok_2015121858005,True,publicdomain,['download']
9554,URN:NBN:no-nb_digibok_2013031108025,True,publicdomain,['download']
9555,URN:NBN:no-nb_digibok_2009031803013,True,publicdomain,['download']
9556,URN:NBN:no-nb_digibok_2012011712008,True,publicdomain,['download']
9557,URN:NBN:no-nb_digibok_2015012158023,True,publicdomain,['download']
9558,URN:NBN:no-nb_digibok_2008111903009,True,publicdomain,['download']
9559,URN:NBN:no-nb_digibok_2009071303003,True,publicdomain,['download']
9560,URN:NBN:no-nb_digibok_2017051248072,True,publicdomain,['download']
9561,URN:NBN:no-nb_digibok_2008120312007,True,publicdomain,['download']
9562,URN:NBN:no-nb_digibok_2007061512001,True,publicdomain,['download']
9563,URN:NBN:no-nb_digibok_2021042748527,False,copyrighted,
9564,URN:NBN:no-nb_digibok_2009062200034,False,bokhylla,
9565,URN:NBN:no-nb_digibok_2012091808082,False,bokhylla,
9566,URN:NBN:no-nb_digibok_2013101708064,True,publicdomain,['download']
9567,URN:NBN:no-nb_digibok_2010030903070,True,publicdomain,['download']
9568,URN:NBN:no-nb_digibok_2017082526015,True,publicdomain,['download']
9569,URN:NBN:no-nb_digibok_2008090110005,True,publicdomain,['download']
9570,URN:NBN:no-nb_digibok_2008040104066,True,publicdomain,['download']
9571,URN:NBN:no-nb_digibok_2015102628003,True,publicdomain,['download']
9572,URN:NBN:no-nb_digibok_2014030308045,True,publicdomain,['download']
9573,URN:NBN:no-nb_digibok_2013020524014,True,publicdomain,['download']
9574,URN:NBN:no-nb_digibok_2016021548004,False,copyrighted,
9575,URN:NBN:no-nb_digibok_2006111601004,False,copyrighted,['download']
9576,URN:NBN:no-nb_digibok_2009092403017,True,publicdomain,['download']
9577,URN:NBN:no-nb_digibok_2006112400017,True,publicdomain,['download']
9578,URN:NBN:no-nb_digibok_2016052548016,True,publicdomain,['download']
9579,URN:NBN:no-nb_digibok_2011081920005,True,publicdomain,['download']
9580,URN:NBN:no-nb_digibok_2009012903037,True,publicdomain,['download']
9581,URN:NBN:no-nb_digibok_2019112926021,True,publicdomain,['download']
9582,URN:NBN:no-nb_digibok_2017092048012,True,publicdomain,['download']
9583,URN:NBN:no-nb_digibok_2020020748052,True,publicdomain,['download']
9584,URN:NBN:no-nb_digibok_2011070420002,True,publicdomain,['download']
9585,URN:NBN:no-nb_digibok_2016050948155,True,publicdomain,['download']
9586,URN:NBN:no-nb_digibok_2017051148017,True,publicdomain,['download']
9587,URN:NBN:no-nb_digibok_2007082912002,True,publicdomain,['download']
9588,URN:NBN:no-nb_digibok_2008111103053,True,publicdomain,['download']
9589,URN:NBN:no-nb_digibok_2018110526038,True,publicdomain,['download']
9590,URN:NBN:no-nb_digibok_2015012158013,True,publicdomain,['download']
9591,URN:NBN:no-nb_digibok_2010011903040,True,publicdomain,['download']
9592,URN:NBN:no-nb_digibok_2009082103025,True,publicdomain,['download']
9593,URN:NBN:no-nb_digibok_2006112201011,True,publicdomain,['download']
9594,URN:NBN:no-nb_digibok_2010012603019,True,publicdomain,['download']
9595,URN:NBN:no-nb_digibok_2009012903002,True,publicdomain,['download']
9596,URN:NBN:no-nb_digibok_2016021108149,True,publicdomain,['download']
9597,URN:NBN:no-nb_digibok_2016111448522,False,bokhylla,
9598,URN:NBN:no-nb_digibok_2018092526011,True,publicdomain,['download']
9599,URN:NBN:no-nb_digibok_2009052703019,True,publicdomain,['download']
9600,URN:NBN:no-nb_digibok_2009061112001,True,publicdomain,['download']
9601,URN:NBN:no-nb_digibok_2008100803010,True,publicdomain,['download']
9602,URN:NBN:no-nb_digibok_2010062406154,True,publicdomain,['download']
9603,URN:NBN:no-nb_digibok_2013052908120,False,copyrighted,['download']
9604,URN:NBN:no-nb_digibok_2010031003025,True,publicdomain,['download']
9605,URN:NBN:no-nb_digibok_2015111826009,True,publicdomain,['download']
9606,URN:NBN:no-nb_digibok_2018100548031,False,bokhylla,
9607,URN:NBN:no-nb_digibok_2008011010007,True,publicdomain,['download']
9608,URN:NBN:no-nb_digibok_2017111448020,True,publicdomain,['download']
9609,URN:NBN:no-nb_digibok_2008040104099,True,publicdomain,['download']
9610,URN:NBN:no-nb_digibok_2020030665020,True,publicdomain,['download']
9611,URN:NBN:no-nb_digibok_2022011348540,True,publicdomain,['download']
9612,URN:NBN:no-nb_digibok_2009052012001,True,publicdomain,['download']
9613,URN:NBN:no-nb_digibok_2014110426005,True,publicdomain,['download']
9614,URN:NBN:no-nb_digibok_2006112400022,True,publicdomain,['download']
9615,URN:NBN:no-nb_digibok_2009101412003,True,publicdomain,['download']
9616,URN:NBN:no-nb_digibok_2016072248070,False,copyrighted,['download']
