,urn,public_domain,license,actions
0,URN:NBN:no-nb_digibok_2008090903026,True,publicdomain,['download']
1,URN:NBN:no-nb_digibok_2010020903013,True,publicdomain,['download']
2,URN:NBN:no-nb_digibok_2018042548162,True,publicdomain,['download']
3,URN:NBN:no-nb_digibok_2018022628019,True,publicdomain,['download']
4,URN:NBN:no-nb_digibok_2016011848064,True,publicdomain,['download']
5,URN:NBN:no-nb_digibok_2009060313002,True,publicdomain,['download']
6,URN:NBN:no-nb_digibok_2012021308121,True,publicdomain,['download']
7,URN:NBN:no-nb_digibok_2021042748602,True,publicdomain,['download']
8,URN:NBN:no-nb_digibok_2014092608088,False,copyrighted,['download']
9,URN:NBN:no-nb_digibok_2007102910008,True,publicdomain,['download']
10,URN:NBN:no-nb_digibok_2021031148626,False,bokhylla,
11,URN:NBN:no-nb_digibok_2018040528008,True,publicdomain,['download']
12,URN:NBN:no-nb_digibok_2013062808026,True,publicdomain,['download']
13,URN:NBN:no-nb_digibok_2015070808051,False,bokhylla,
14,URN:NBN:no-nb_digibok_2009020500028,True,publicdomain,['download']
15,URN:NBN:no-nb_digibok_2010030903066,True,publicdomain,['download']
16,URN:NBN:no-nb_digibok_2017052926004,True,publicdomain,['download']
17,URN:NBN:no-nb_digibok_2018092548009,True,publicdomain,['download']
18,URN:NBN:no-nb_digibok_2011110724009,True,publicdomain,['download']
19,URN:NBN:no-nb_digibok_2021090848043,False,copyrighted,
20,URN:NBN:no-nb_digibok_2014071708085,True,publicdomain,['download']
21,URN:NBN:no-nb_digibok_2017021748701,False,copyrighted,['download']
22,URN:NBN:no-nb_digibok_2013100308042,False,copyrighted,
23,URN:NBN:no-nb_digibok_2008120810001,True,publicdomain,['download']
24,URN:NBN:no-nb_digibok_2015062408057,False,bokhylla,
25,URN:NBN:no-nb_digibok_2008010710005,True,publicdomain,['download']
26,URN:NBN:no-nb_digibok_2017031028005,False,copyrighted,['download']
27,URN:NBN:no-nb_digibok_2010070605019,False,bokhylla,
28,URN:NBN:no-nb_digibok_2020031026005,True,publicdomain,['download']
29,URN:NBN:no-nb_digibok_2022011448538,True,publicdomain,['download']
30,URN:NBN:no-nb_digibok_2016111748532,True,publicdomain,['download']
31,URN:NBN:no-nb_digibok_2009061503011,True,publicdomain,['download']
32,URN:NBN:no-nb_digibok_2009102704114,True,publicdomain,['download']
33,URN:NBN:no-nb_digibok_2016072026004,True,publicdomain,['download']
34,URN:NBN:no-nb_digibok_2021091648056,False,copyrighted,
35,URN:NBN:no-nb_digibok_2008011810001,True,publicdomain,['download']
36,URN:NBN:no-nb_digibok_2013021224002,True,publicdomain,['download']
37,URN:NBN:no-nb_digibok_2021100848084,False,copyrighted,
38,URN:NBN:no-nb_digibok_2014052208040,False,bokhylla,
39,URN:NBN:no-nb_digibok_2019081926006,True,publicdomain,['download']
40,URN:NBN:no-nb_digibok_2013012407045,False,copyrighted,['download']
41,URN:NBN:no-nb_digibok_2015060948062,True,publicdomain,['download']
42,URN:NBN:no-nb_digibok_2015062608025,True,publicdomain,['download']
43,URN:NBN:no-nb_digibok_2009042803029,True,publicdomain,['download']
44,URN:NBN:no-nb_digibok_2009052703004,True,publicdomain,['download']
45,URN:NBN:no-nb_digibok_2012092808145,True,publicdomain,['download']
46,URN:NBN:no-nb_digibok_2016102648057,True,publicdomain,['download']
47,URN:NBN:no-nb_digibok_2008040204016,True,publicdomain,['download']
48,URN:NBN:no-nb_digibok_2019062026002,True,publicdomain,['download']
49,URN:NBN:no-nb_digibok_2008081210004,True,publicdomain,['download']
50,URN:NBN:no-nb_digibok_2010052720010,False,copyrighted,['download']
51,URN:NBN:no-nb_digibok_2009041403001,False,bokhylla,
52,URN:NBN:no-nb_digibok_2021100848085,False,bokhylla,
53,URN:NBN:no-nb_digibok_2008012410002,True,publicdomain,['download']
54,URN:NBN:no-nb_digibok_2016070748032,False,bokhylla,
55,URN:NBN:no-nb_digibok_2009020300038,True,publicdomain,['download']
56,URN:NBN:no-nb_digibok_2017081448181,False,copyrighted,
57,URN:NBN:no-nb_digibok_2007052210002,True,publicdomain,['download']
58,URN:NBN:no-nb_digibok_2013061308015,False,copyrighted,['download']
59,URN:NBN:no-nb_digibok_2008010710003,True,publicdomain,['download']
60,URN:NBN:no-nb_digibok_2009090903013,True,publicdomain,['download']
61,URN:NBN:no-nb_digibok_2017050348104,False,bokhylla,
62,URN:NBN:no-nb_digibok_2014030408130,True,publicdomain,['download']
63,URN:NBN:no-nb_digibok_2007121710002,True,publicdomain,['download']
64,URN:NBN:no-nb_digibok_2010020312008,True,publicdomain,['download']
65,URN:NBN:no-nb_digibok_2016101248045,False,copyrighted,['download']
66,URN:NBN:no-nb_digibok_2017112748076,False,bokhylla,
67,URN:NBN:no-nb_digibok_2014040908007,True,publicdomain,['download']
68,URN:NBN:no-nb_digibok_2016102148008,False,copyrighted,['download']
69,URN:NBN:no-nb_digibok_2012031308023,True,publicdomain,['download']
70,URN:NBN:no-nb_digibok_2015061048004,True,publicdomain,['download']
71,URN:NBN:no-nb_digibok_2015081808043,False,copyrighted,['download']
72,URN:NBN:no-nb_digibok_2020102207534,False,bokhylla,
73,URN:NBN:no-nb_digibok_2015063008160,False,bokhylla,
74,URN:NBN:no-nb_digibok_2012080113001,True,publicdomain,['download']
75,URN:NBN:no-nb_digibok_2016092848192,True,publicdomain,['download']
76,URN:NBN:no-nb_digibok_2012102608114,True,publicdomain,['download']
77,URN:NBN:no-nb_digibok_2011072610007,True,publicdomain,['download']
78,URN:NBN:no-nb_digibok_2010052806015,True,publicdomain,['download']
79,URN:NBN:no-nb_digibok_2010021603024,True,publicdomain,['download']
80,URN:NBN:no-nb_digibok_2007082712001,True,publicdomain,['download']
81,URN:NBN:no-nb_digibok_2010062806131,True,publicdomain,['download']
82,URN:NBN:no-nb_digibok_2014040408164,True,publicdomain,['download']
83,URN:NBN:no-nb_digibok_2010083023013,False,bokhylla,
84,URN:NBN:no-nb_digibok_2021100748594,False,copyrighted,
85,URN:NBN:no-nb_digibok_2017101226007,True,publicdomain,['download']
86,URN:NBN:no-nb_digibok_2021101348522,True,publicdomain,['download']
87,URN:NBN:no-nb_digibok_2021090748027,False,copyrighted,
88,URN:NBN:no-nb_digibok_2016102848535,True,publicdomain,['download']
89,URN:NBN:no-nb_digibok_2008110603012,True,publicdomain,['download']
90,URN:NBN:no-nb_digibok_2012060708020,True,publicdomain,['download']
91,URN:NBN:no-nb_digibok_2008033104050,True,publicdomain,['download']
92,URN:NBN:no-nb_digibok_2009012900021,True,publicdomain,['download']
93,URN:NBN:no-nb_digibok_2016051048047,True,publicdomain,['download']
94,URN:NBN:no-nb_digibok_2008060412005,True,publicdomain,['download']
95,URN:NBN:no-nb_digibok_2017060629001,True,publicdomain,['download']
96,URN:NBN:no-nb_digibok_2013110608075,False,copyrighted,['download']
97,URN:NBN:no-nb_digibok_2012021308016,False,bokhylla,
98,URN:NBN:no-nb_digibok_2016060348145,True,publicdomain,['download']
99,URN:NBN:no-nb_digibok_2010052706065,True,publicdomain,['download']
100,URN:NBN:no-nb_digibok_2009101603019,True,publicdomain,['download']
101,URN:NBN:no-nb_digibok_2008102110002,True,publicdomain,['download']
102,URN:NBN:no-nb_digibok_2014082108067,True,publicdomain,['download']
103,URN:NBN:no-nb_digibok_2008050610001,True,publicdomain,['download']
104,URN:NBN:no-nb_digibok_2017101048034,True,publicdomain,['download']
105,URN:NBN:no-nb_digibok_2007081003003,True,publicdomain,['download']
106,URN:NBN:no-nb_digibok_2008080810005,True,publicdomain,['download']
107,URN:NBN:no-nb_digibok_2013040508063,True,publicdomain,['download']
108,URN:NBN:no-nb_digibok_2018030748037,True,publicdomain,['download']
109,URN:NBN:no-nb_digibok_2015062608006,True,publicdomain,['download']
110,URN:NBN:no-nb_digibok_2017032448035,False,bokhylla,
111,URN:NBN:no-nb_digibok_2006112300042,True,publicdomain,['download']
112,URN:NBN:no-nb_digibok_2013120624014,True,publicdomain,['download']
113,URN:NBN:no-nb_digibok_2021101448502,False,copyrighted,
114,URN:NBN:no-nb_digibok_2021020448505,False,ccbyncnd,['download']
115,URN:NBN:no-nb_digibok_2009082503003,True,publicdomain,['download']
116,URN:NBN:no-nb_digibok_2013013008295,False,copyrighted,['download']
117,URN:NBN:no-nb_digibok_2013061308168,True,publicdomain,['download']
118,URN:NBN:no-nb_digibok_2013121326003,True,publicdomain,['download']
119,URN:NBN:no-nb_digibok_2013102108117,True,publicdomain,['download']
120,URN:NBN:no-nb_digibok_2012052908060,False,copyrighted,['download']
121,URN:NBN:no-nb_digibok_2013071508221,True,publicdomain,['download']
122,URN:NBN:no-nb_digibok_2015060108038,True,publicdomain,['download']
123,URN:NBN:no-nb_digibok_2019012588017,True,publicdomain,['download']
124,URN:NBN:no-nb_digibok_2016070848069,True,publicdomain,['download']
125,URN:NBN:no-nb_digibok_2006112201004,True,publicdomain,['download']
126,URN:NBN:no-nb_digibok_2006112400015,True,publicdomain,['download']
127,URN:NBN:no-nb_digibok_2018051648500,True,publicdomain,['download']
128,URN:NBN:no-nb_digibok_2009011603019,True,publicdomain,['download']
129,URN:NBN:no-nb_digibok_2011032508148,True,publicdomain,['download']
130,URN:NBN:no-nb_digibok_2012073108045,False,bokhylla,
131,URN:NBN:no-nb_digibok_2011101223026,True,publicdomain,['download']
132,URN:NBN:no-nb_digibok_2012032124033,True,publicdomain,['download']
133,URN:NBN:no-nb_digibok_2018020548221,True,publicdomain,['download']
134,URN:NBN:no-nb_digibok_2015092428007,True,publicdomain,['download']
135,URN:NBN:no-nb_digibok_2013101508163,True,publicdomain,['download']
136,URN:NBN:no-nb_digibok_2016041126001,True,publicdomain,['download']
137,URN:NBN:no-nb_digibok_2009052810003,True,publicdomain,['download']
138,URN:NBN:no-nb_digibok_2008111903040,True,publicdomain,['download']
139,URN:NBN:no-nb_digibok_2022020326038,True,publicdomain,['download']
140,URN:NBN:no-nb_digibok_2013062726005,True,publicdomain,['download']
141,URN:NBN:no-nb_digibok_2009082503006,True,publicdomain,['download']
142,URN:NBN:no-nb_digibok_2021042148758,True,publicdomain,['download']
143,URN:NBN:no-nb_digibok_2016101148010,True,publicdomain,['download']
144,URN:NBN:no-nb_digibok_2007061512006,True,publicdomain,['download']
145,URN:NBN:no-nb_digibok_2009010503031,False,copyrighted,['download']
146,URN:NBN:no-nb_digibok_2006111501033,True,publicdomain,['download']
147,URN:NBN:no-nb_digibok_2013041007002,True,publicdomain,['download']
148,URN:NBN:no-nb_digibok_2021101348584,False,copyrighted,
149,URN:NBN:no-nb_digibok_2016101148004,True,publicdomain,['download']
150,URN:NBN:no-nb_digibok_2017101226009,True,publicdomain,['download']
151,URN:NBN:no-nb_digibok_2016040608165,False,bokhylla,
152,URN:NBN:no-nb_digibok_2018041048041,False,copyrighted,['download']
153,URN:NBN:no-nb_digibok_2015070908166,False,copyrighted,['download']
154,URN:NBN:no-nb_digibok_2017071468052,True,publicdomain,['download']
155,URN:NBN:no-nb_digibok_2021042348513,False,copyrighted,
156,URN:NBN:no-nb_digibok_2021100848121,False,copyrighted,
157,URN:NBN:no-nb_digibok_2009013003002,True,publicdomain,['download']
158,URN:NBN:no-nb_digibok_2022032926016,True,publicdomain,['download']
159,URN:NBN:no-nb_digibok_2009060913004,True,publicdomain,['download']
160,URN:NBN:no-nb_digibok_2015060208060,True,publicdomain,['download']
161,URN:NBN:no-nb_digibok_2014060328005,True,publicdomain,['download']
162,URN:NBN:no-nb_digibok_2006112001040,True,publicdomain,['download']
163,URN:NBN:no-nb_digibok_2016101448019,True,publicdomain,['download']
164,URN:NBN:no-nb_digibok_2008082202003,True,publicdomain,['download']
165,URN:NBN:no-nb_digibok_2021041348949,False,copyrighted,
166,URN:NBN:no-nb_digibok_2018121448011,True,publicdomain,['download']
167,URN:NBN:no-nb_digibok_2017071468074,True,publicdomain,['download']
168,URN:NBN:no-nb_digibok_2008010402002,True,publicdomain,['download']
169,URN:NBN:no-nb_digibok_2006112001048,False,copyrighted,['download']
170,URN:NBN:no-nb_digibok_2012030208193,False,bokhylla,
171,URN:NBN:no-nb_digibok_2009010803026,True,publicdomain,['download']
172,URN:NBN:no-nb_digibok_2016021108169,True,publicdomain,['download']
173,URN:NBN:no-nb_digibok_2009091503003,True,publicdomain,['download']
174,URN:NBN:no-nb_digibok_2017071426014,True,publicdomain,['download']
175,URN:NBN:no-nb_digibok_2007121310003,True,publicdomain,['download']
176,URN:NBN:no-nb_digibok_2017062948062,True,publicdomain,['download']
177,URN:NBN:no-nb_digibok_2011120112002,True,publicdomain,['download']
178,URN:NBN:no-nb_digibok_2016062048093,True,publicdomain,['download']
179,URN:NBN:no-nb_digibok_2015042908081,True,publicdomain,['download']
180,URN:NBN:no-nb_digibok_2016060926010,True,publicdomain,['download']
181,URN:NBN:no-nb_digibok_2014031808070,True,publicdomain,['download']
182,URN:NBN:no-nb_digibok_2009020900034,True,publicdomain,['download']
183,URN:NBN:no-nb_digibok_2011113024014,False,bokhylla,
184,URN:NBN:no-nb_digibok_2008040104077,True,publicdomain,['download']
185,URN:NBN:no-nb_digibok_2008091800029,True,publicdomain,['download']
186,URN:NBN:no-nb_digibok_2010042706023,True,publicdomain,['download']
187,URN:NBN:no-nb_digibok_2009012203011,True,publicdomain,['download']
188,URN:NBN:no-nb_digibok_2012031908086,True,publicdomain,['download']
189,URN:NBN:no-nb_digibok_2019120248002,True,publicdomain,['download']
190,URN:NBN:no-nb_digibok_2020040626004,True,publicdomain,['download']
191,URN:NBN:no-nb_digibok_2010093012012,False,copyrighted,['download']
192,URN:NBN:no-nb_digibok_2013042608149,True,publicdomain,['download']
193,URN:NBN:no-nb_digibok_2010052806001,True,publicdomain,['download']
194,URN:NBN:no-nb_digibok_2012101624046,True,publicdomain,['download']
195,URN:NBN:no-nb_digibok_2016012008009,True,publicdomain,['download']
196,URN:NBN:no-nb_digibok_2019012588019,False,copyrighted,['download']
197,URN:NBN:no-nb_digibok_2008091503005,True,publicdomain,['download']
198,URN:NBN:no-nb_digibok_2011051812004,True,publicdomain,['download']
199,URN:NBN:no-nb_digibok_2009010803008,True,publicdomain,['download']
200,URN:NBN:no-nb_digibok_2017071329002,True,publicdomain,['download']
201,URN:NBN:no-nb_digibok_2013052807032,True,publicdomain,['download']
202,URN:NBN:no-nb_digibok_2009030403033,True,publicdomain,['download']
203,URN:NBN:no-nb_digibok_2017022848035,True,publicdomain,['download']
204,URN:NBN:no-nb_digibok_2009102300019,True,publicdomain,['download']
205,URN:NBN:no-nb_digibok_2018022628021,True,publicdomain,['download']
206,URN:NBN:no-nb_digibok_2018051526015,True,publicdomain,['download']
207,URN:NBN:no-nb_digibok_2006082900121,True,publicdomain,['download']
208,URN:NBN:no-nb_digibok_2018101726006,True,publicdomain,['download']
209,URN:NBN:no-nb_digibok_2011071420015,True,publicdomain,['download']
210,URN:NBN:no-nb_digibok_2019071548500,True,publicdomain,['download']
211,URN:NBN:no-nb_digibok_2010052606053,True,publicdomain,['download']
212,URN:NBN:no-nb_digibok_2017050848147,False,bokhylla,
213,URN:NBN:no-nb_digibok_2009020300009,True,publicdomain,['download']
214,URN:NBN:no-nb_digibok_2009011204069,True,publicdomain,['download']
215,URN:NBN:no-nb_digibok_2014051207052,True,publicdomain,['download']
216,URN:NBN:no-nb_digibok_2010012903007,True,publicdomain,['download']
217,URN:NBN:no-nb_digibok_2009032603017,False,bokhylla,
218,URN:NBN:no-nb_digibok_2009021204067,True,publicdomain,['download']
219,URN:NBN:no-nb_digibok_2014061908035,True,publicdomain,['download']
220,URN:NBN:no-nb_digibok_2017052607041,False,bokhylla,
221,URN:NBN:no-nb_digibok_2012073108093,False,bokhylla,
222,URN:NBN:no-nb_digibok_2021072748639,True,publicdomain,['download']
223,URN:NBN:no-nb_digibok_2012042312001,False,bokhylla,
224,URN:NBN:no-nb_digibok_2011072020002,True,publicdomain,['download']
225,URN:NBN:no-nb_digibok_2009090703019,True,publicdomain,['download']
226,URN:NBN:no-nb_digibok_2017061668076,True,publicdomain,['download']
227,URN:NBN:no-nb_digibok_2008070304067,True,publicdomain,['download']
228,URN:NBN:no-nb_digibok_2008100803007,True,publicdomain,['download']
229,URN:NBN:no-nb_digibok_2011050604149,True,publicdomain,['download']
230,URN:NBN:no-nb_digibok_2017051148081,True,publicdomain,['download']
231,URN:NBN:no-nb_digibok_2016052548025,True,publicdomain,['download']
232,URN:NBN:no-nb_digibok_2010052806036,True,publicdomain,['download']
233,URN:NBN:no-nb_digibok_2006111700015,False,copyrighted,['download']
234,URN:NBN:no-nb_digibok_2011050204010,True,publicdomain,['download']
235,URN:NBN:no-nb_digibok_2017112748088,False,copyrighted,
236,URN:NBN:no-nb_digibok_2021090648647,True,publicdomain,['download']
237,URN:NBN:no-nb_digibok_2012121007024,True,publicdomain,['download']
238,URN:NBN:no-nb_digibok_2021100848074,False,copyrighted,
239,URN:NBN:no-nb_digibok_2008032610002,True,publicdomain,['download']
240,URN:NBN:no-nb_digibok_2018020548242,True,publicdomain,['download']
241,URN:NBN:no-nb_digibok_2009020603013,False,bokhylla,
242,URN:NBN:no-nb_digibok_2021110528001,True,publicdomain,['download']
243,URN:NBN:no-nb_digibok_2009010503022,True,publicdomain,['download']
244,URN:NBN:no-nb_digibok_2012100907007,False,copyrighted,['download']
245,URN:NBN:no-nb_digibok_2014051208068,False,bokhylla,
246,URN:NBN:no-nb_digibok_2015050407525,False,copyrighted,['download']
247,URN:NBN:no-nb_digibok_2009051312006,True,publicdomain,['download']
248,URN:NBN:no-nb_digibok_2012071208096,True,publicdomain,['download']
249,URN:NBN:no-nb_digibok_2016101848084,True,publicdomain,['download']
250,URN:NBN:no-nb_digibok_2013061308127,True,publicdomain,['download']
251,URN:NBN:no-nb_digibok_2008101704048,True,publicdomain,['download']
252,URN:NBN:no-nb_digibok_2014072808070,True,publicdomain,['download']
253,URN:NBN:no-nb_digibok_2018100848003,False,bokhylla,
254,URN:NBN:no-nb_digibok_2013011106006,True,publicdomain,['download']
255,URN:NBN:no-nb_digibok_2013080808078,True,publicdomain,['download']
256,URN:NBN:no-nb_digibok_2010110806058,True,publicdomain,['download']
257,URN:NBN:no-nb_digibok_2020091428003,True,publicdomain,['download']
258,URN:NBN:no-nb_digibok_2012020912002,False,bokhylla,
259,URN:NBN:no-nb_digibok_2006112000049,True,publicdomain,['download']
260,URN:NBN:no-nb_digibok_2015111008107,True,publicdomain,['download']
261,URN:NBN:no-nb_digibok_2009061110004,True,publicdomain,['download']
262,URN:NBN:no-nb_digibok_2017042848077,False,bokhylla,
263,URN:NBN:no-nb_digibok_2016101226008,True,publicdomain,['download']
264,URN:NBN:no-nb_digibok_2017051248073,True,publicdomain,['download']
265,URN:NBN:no-nb_digibok_2022011448073,True,publicdomain,['download']
266,URN:NBN:no-nb_digibok_2009020600091,True,publicdomain,['download']
267,URN:NBN:no-nb_digibok_2012012008109,True,publicdomain,['download']
268,URN:NBN:no-nb_digibok_2021041348661,False,copyrighted,
269,URN:NBN:no-nb_digibok_2008100703013,True,publicdomain,['download']
270,URN:NBN:no-nb_digibok_2008090102001,True,publicdomain,['download']
271,URN:NBN:no-nb_digibok_2009020603026,False,bokhylla,
272,URN:NBN:no-nb_digibok_2009082403005,True,publicdomain,['download']
273,URN:NBN:no-nb_digibok_2017120726028,True,publicdomain,['download']
274,URN:NBN:no-nb_digibok_2009061903033,True,publicdomain,['download']
275,URN:NBN:no-nb_digibok_2022011448047,False,copyrighted,
276,URN:NBN:no-nb_digibok_2015061048035,False,copyrighted,['download']
277,URN:NBN:no-nb_digibok_2007111610003,True,publicdomain,['download']
278,URN:NBN:no-nb_digibok_2015061048005,True,publicdomain,['download']
279,URN:NBN:no-nb_digibok_2009042403007,False,bokhylla,
280,URN:NBN:no-nb_digibok_2016011907519,False,bokhylla,
281,URN:NBN:no-nb_digibok_2006112201045,True,publicdomain,['download']
282,URN:NBN:no-nb_digibok_2009012903011,False,bokhylla,
283,URN:NBN:no-nb_digibok_2012102608003,True,publicdomain,['download']
284,URN:NBN:no-nb_digibok_2006112400021,False,copyrighted,['download']
285,URN:NBN:no-nb_digibok_2012030208162,True,publicdomain,['download']
286,URN:NBN:no-nb_digibok_2009040310019,True,publicdomain,['download']
287,URN:NBN:no-nb_digibok_2011050904006,False,bokhylla,
288,URN:NBN:no-nb_digibok_2009042710001,True,publicdomain,['download']
289,URN:NBN:no-nb_digibok_2013040208112,True,publicdomain,['download']
290,URN:NBN:no-nb_digibok_2014061108129,True,publicdomain,['download']
291,URN:NBN:no-nb_digibok_2009020300068,True,publicdomain,['download']
292,URN:NBN:no-nb_digibok_2009010803006,True,publicdomain,['download']
293,URN:NBN:no-nb_digibok_2014102708060,True,publicdomain,['download']
294,URN:NBN:no-nb_digibok_2016041829006,True,publicdomain,['download']
295,URN:NBN:no-nb_digibok_2015051148001,True,publicdomain,['download']
296,URN:NBN:no-nb_digibok_2013072327005,True,publicdomain,['download']
297,URN:NBN:no-nb_digibok_2014082608010,True,publicdomain,['download']
298,URN:NBN:no-nb_digibok_2008112003002,True,publicdomain,['download']
299,URN:NBN:no-nb_digibok_2015061048113,True,publicdomain,['download']
300,URN:NBN:no-nb_digibok_2008033104022,True,publicdomain,['download']
301,URN:NBN:no-nb_digibok_2008040704034,True,publicdomain,['download']
302,URN:NBN:no-nb_digibok_2009020403005,True,publicdomain,['download']
303,URN:NBN:no-nb_digibok_2015102808134,False,copyrighted,['download']
304,URN:NBN:no-nb_digibok_2016101748060,True,publicdomain,['download']
305,URN:NBN:no-nb_digibok_2012111312001,True,publicdomain,['download']
306,URN:NBN:no-nb_digibok_2009020500010,True,publicdomain,['download']
307,URN:NBN:no-nb_digibok_2006111701026,True,publicdomain,['download']
308,URN:NBN:no-nb_digibok_2017081548014,False,bokhylla,
309,URN:NBN:no-nb_digibok_2014082208128,True,publicdomain,['download']
310,URN:NBN:no-nb_digibok_2019111526001,True,publicdomain,['download']
311,URN:NBN:no-nb_digibok_2013041526006,False,copyrighted,['download']
312,URN:NBN:no-nb_digibok_2009030403010,True,publicdomain,['download']
313,URN:NBN:no-nb_digibok_2009092303009,True,publicdomain,['download']
314,URN:NBN:no-nb_digibok_2014031808032,True,publicdomain,['download']
315,URN:NBN:no-nb_digibok_2008110503007,True,publicdomain,['download']
316,URN:NBN:no-nb_digibok_2012101908054,False,bokhylla,
317,URN:NBN:no-nb_digibok_2009072703023,True,publicdomain,['download']
318,URN:NBN:no-nb_digibok_2011080312005,True,publicdomain,['download']
319,URN:NBN:no-nb_digibok_2014052708047,True,publicdomain,['download']
320,URN:NBN:no-nb_digibok_2009021703008,False,copyrighted,['download']
321,URN:NBN:no-nb_digibok_2016071848052,False,copyrighted,['download']
322,URN:NBN:no-nb_digibok_2009081903020,True,publicdomain,['download']
323,URN:NBN:no-nb_digibok_2017060826003,True,publicdomain,['download']
324,URN:NBN:no-nb_digibok_2016012008010,False,bokhylla,
325,URN:NBN:no-nb_digibok_2022032926023,True,publicdomain,['download']
326,URN:NBN:no-nb_digibok_2008110603027,True,publicdomain,['download']
327,URN:NBN:no-nb_digibok_2010110113002,False,bokhylla,
328,URN:NBN:no-nb_digibok_2013112828001,True,publicdomain,['download']
329,URN:NBN:no-nb_digibok_2017050948077,True,publicdomain,['download']
330,URN:NBN:no-nb_digibok_2014070307019,True,publicdomain,['download']
331,URN:NBN:no-nb_digibok_2022011448543,False,copyrighted,
332,URN:NBN:no-nb_digibok_2009050503012,True,publicdomain,['download']
333,URN:NBN:no-nb_digibok_2018062148505,False,copyrighted,['download']
334,URN:NBN:no-nb_digibok_2013031108196,False,copyrighted,['download']
335,URN:NBN:no-nb_digibok_2014103008214,True,publicdomain,['download']
336,URN:NBN:no-nb_digibok_2009010503021,True,publicdomain,['download']
337,URN:NBN:no-nb_digibok_2006112201000,True,publicdomain,['download']
338,URN:NBN:no-nb_digibok_2009052913002,True,publicdomain,['download']
339,URN:NBN:no-nb_digibok_2009080603010,True,publicdomain,['download']
340,URN:NBN:no-nb_digibok_2007091212001,True,publicdomain,['download']
341,URN:NBN:no-nb_digibok_2010070706139,True,publicdomain,['download']
342,URN:NBN:no-nb_digibok_2008110603016,True,publicdomain,['download']
343,URN:NBN:no-nb_digibok_2016112126002,True,publicdomain,['download']
344,URN:NBN:no-nb_digibok_2012073108080,True,publicdomain,['download']
345,URN:NBN:no-nb_digibok_2019121948005,True,publicdomain,['download']
346,URN:NBN:no-nb_digibok_2017072107081,False,bokhylla,
347,URN:NBN:no-nb_digibok_2019012148501,True,publicdomain,['download']
348,URN:NBN:no-nb_digibok_2016052026007,True,publicdomain,['download']
349,URN:NBN:no-nb_digibok_2010020303010,True,publicdomain,['download']
350,URN:NBN:no-nb_digibok_2021100848075,False,copyrighted,
351,URN:NBN:no-nb_digibok_2016050348005,True,publicdomain,['download']
352,URN:NBN:no-nb_digibok_2014102808042,True,publicdomain,['download']
353,URN:NBN:no-nb_digibok_2022013126043,False,copyrighted,
354,URN:NBN:no-nb_digibok_2008091800009,True,publicdomain,['download']
355,URN:NBN:no-nb_digibok_2013042608062,True,publicdomain,['download']
356,URN:NBN:no-nb_digibok_2017111368010,False,copyrighted,
357,URN:NBN:no-nb_digibok_2009051203043,True,publicdomain,['download']
358,URN:NBN:no-nb_digibok_2014072808051,True,publicdomain,['download']
359,URN:NBN:no-nb_digibok_2008121603009,True,publicdomain,['download']
360,URN:NBN:no-nb_digibok_2009032303023,True,publicdomain,['download']
361,URN:NBN:no-nb_digibok_2009040310010,True,publicdomain,['download']
362,URN:NBN:no-nb_digibok_2021042748773,True,publicdomain,['download']
363,URN:NBN:no-nb_digibok_2015050408133,False,bokhylla,
364,URN:NBN:no-nb_digibok_2009042303019,False,copyrighted,['download']
365,URN:NBN:no-nb_digibok_2013041105048,True,publicdomain,['download']
366,URN:NBN:no-nb_digibok_2010011803006,True,publicdomain,['download']
367,URN:NBN:no-nb_digibok_2009020600066,True,publicdomain,['download']
368,URN:NBN:no-nb_digibok_2020021226005,True,publicdomain,['download']
369,URN:NBN:no-nb_digibok_2009042803031,True,publicdomain,['download']
370,URN:NBN:no-nb_digibok_2009090203010,True,publicdomain,['download']
371,URN:NBN:no-nb_digibok_2021042748580,True,publicdomain,['download']
372,URN:NBN:no-nb_digibok_2022011448049,False,copyrighted,
373,URN:NBN:no-nb_digibok_2010020803014,True,publicdomain,['download']
374,URN:NBN:no-nb_digibok_2017030348022,True,publicdomain,['download']
375,URN:NBN:no-nb_digibok_2014102408018,False,copyrighted,['download']
376,URN:NBN:no-nb_digibok_2014031708087,True,publicdomain,['download']
377,URN:NBN:no-nb_digibok_2016110148048,False,copyrighted,['download']
378,URN:NBN:no-nb_digibok_2009072900070,True,publicdomain,['download']
379,URN:NBN:no-nb_digibok_2015070208062,True,publicdomain,['download']
380,URN:NBN:no-nb_digibok_2010072123005,False,bokhylla,
381,URN:NBN:no-nb_digibok_2014031808037,True,publicdomain,['download']
382,URN:NBN:no-nb_digibok_2014033128003,True,publicdomain,['download']
383,URN:NBN:no-nb_digibok_2021042148843,True,publicdomain,['download']
384,URN:NBN:no-nb_digibok_2010021903013,True,publicdomain,['download']
385,URN:NBN:no-nb_digibok_2012101007080,True,publicdomain,['download']
386,URN:NBN:no-nb_digibok_2010042703026,True,publicdomain,['download']
387,URN:NBN:no-nb_digibok_2017111348083,True,publicdomain,['download']
388,URN:NBN:no-nb_digibok_2019072448503,True,publicdomain,['download']
389,URN:NBN:no-nb_digibok_2017051148031,True,publicdomain,['download']
390,URN:NBN:no-nb_digibok_2014102208082,True,publicdomain,['download']
391,URN:NBN:no-nb_digibok_2006081700007,True,publicdomain,['download']
392,URN:NBN:no-nb_digibok_2009092303040,True,publicdomain,['download']
